Peak Coordinates,Length,TSSGenomicPosition,NearestTSS,DistanceToTSS,Proximal/Distal,AveragePrenatal,AverageInfant,AverageOld,LogRatio,Ttest,Direction
chr19:3605176-3608051,2875,3606831,TBXA2R,0,Proximal,0.015676606,0.006898828,0.004002517,1.737099556,0.006661788,Down
chr19:38041424-38042983,1559,38042307,ZNF540,0,Proximal,0.052336712,0.040593641,0.006914982,2.752470839,0.003480967,Down
chr19:39902443-39905328,2885,39903749,PLEKHG2,0,Proximal,0.044623329,0.02500311,0.014772983,1.532316187,0.004200765,Down
chr19:39988548-39990355,1807,39989556,DLL3,0,Proximal,0.01207557,0.005423707,0.002373694,1.954472655,0.007118151,Down
chr19:42786844-42791102,4258,42788816,CIC,0,Proximal,0.029808368,0.021706397,0.013798519,1.057869443,1.60E-06,Down
chr19:42804959-42807767,2808,42806929,PAFAH1B3,0,Proximal,0.041556611,0.025865379,0.019138284,1.07944254,0.003733238,Down
chr19:44083908-44086159,2251,44084695,LOC390940,0,Proximal,0.012788991,0.010266569,0.005682101,1.045143274,0.006423259,Down
chr19:45348716-45352453,3737,45349392,PVRL2,0,Proximal,0.036320259,0.028698318,0.014020042,1.313070137,4.01E-05,Down
chr19:46799791-46802317,2526,46801658,HIF3A,0,Proximal,0.018316422,0.017146083,0.0030625,2.249388319,0.004676011,Down
chr19:47136683-47138816,2133,47137939,GNG8,0,Proximal,0.02456664,0.010519736,0.004827118,2.133408163,0.00087392,Down
chr19:47290374-47292263,1889,47291842,SLC1A5,0,Proximal,0.013481279,0.009045908,0.003652996,1.637957113,0.031978347,Down
chr19:47775890-47779962,4072,47777602,PRR24,0,Proximal,0.041412274,0.036754684,0.019956393,1.017091406,0.008018826,Down
chr19:52956338-52957644,1306,52956828,ZNF578,0,Proximal,0.023083497,0.020581001,0.008788714,1.298853568,0.004042894,Down
chr19:53897655-53899334,1679,53898396,ZNF765,0,Proximal,0.028206854,0.024239764,0.01359502,1.000830728,6.94E-06,Down
chr19:53970220-53971662,1442,53970988,ZNF813,0,Proximal,0.020078418,0.015993205,0.008936947,1.084892096,0.008152709,Down
chr19:54973575-54977002,3427,54974894,LENG9,0,Proximal,0.024869251,0.019023804,0.011679254,1.028768409,0.004461526,Down
chr2:108602559-108603670,1111,108602994,SLC5A7,0,Proximal,0.015851187,0.012050009,0.003267193,1.981490923,0.010965761,Down
chr2:110370469-110374156,3687,110371910,ANKRD57,0,Proximal,0.030699506,0.01993642,0.005722767,2.237333293,0.001672675,Down
chr2:128431717-128433981,2264,128432764,LIMS2,0,Proximal,0.021577605,0.016263857,0.005906528,1.708859917,5.77E-22,Down
chr2:136873917-136877335,3418,136875725,CXCR4,0,Proximal,0.020702314,0.016123011,0.007486525,1.354602995,0.005847326,Down
chr2:154330915-154336268,5353,154335322,RPRM,0,Proximal,0.027316087,0.024990384,0.009525678,1.427708696,0.003349793,Down
chr2:165476866-165478678,1812,165478360,GRB14,0,Proximal,0.042848527,0.036212597,0.01953336,1.094558672,0.008311137,Down
chr2:174218947-174220912,1965,174219560,CDCA7,0,Proximal,0.018326225,0.014356502,0.006651747,1.336698871,1.24E-06,Down
chr2:1746349-1749247,2898,1748291,PXDN,0,Proximal,0.027637289,0.017340783,0.009942316,1.387976872,0.002959094,Down
chr2:183729947-183732455,2508,183731498,FRZB,0,Proximal,0.020782595,0.018093298,0.00795756,1.281998108,0.001837621,Down
chr2:20211895-20212911,1016,20212455,MATN3,0,Proximal,0.010294305,0.007930528,0.002960767,1.511743946,0.029778564,Down
chr2:20422838-20425599,2761,20424927,SDC1,0,Proximal,0.027486353,0.015289863,0.011254043,1.2170131,0.018754111,Down
chr2:211089213-211090649,1436,211090215,ACADL,0,Proximal,0.032274499,0.022070877,0.012833687,1.266231231,0.003801875,Down
chr2:235860621-235861875,1254,235860627,SH3BP4,0,Proximal,0.02076216,0.020176583,0.008305186,1.225714869,0.000828449,Down
chr2:239147454-239149370,1916,239148681,HES6,0,Proximal,0.019308587,0.010128757,0.006996887,1.344579384,0.01250029,Down
chr2:241496393-241497668,1275,241497405,ANKMY1,0,Proximal,0.019069743,0.014230228,0.007635331,1.216698765,0.01135799,Down
chr2:242497692-242500532,2840,242498191,BOK,0,Proximal,0.029534932,0.022912034,0.010163629,1.451654585,0.006954143,Down
chr2:26395924-26397647,1723,26395959,FAM59B,0,Proximal,0.017448936,0.01247407,0.003589334,2.007180795,0.008885847,Down
chr2:43452183-43455176,2993,43453745,ZFP36L2,0,Proximal,0.01413091,0.014330088,0.006369006,1.037956875,0.007453337,Down
chr2:47595931-47597392,1461,47596286,EPCAM,0,Proximal,0.03318846,0.03052791,0.0080367,1.919641541,0.007074627,Down
chr2:48756802-48759049,2247,48757063,STON1-GTF2A1L,0,Proximal,0.017758072,0.010712139,0.006335497,1.354544992,1.81E-06,Down
chr2:58273400-58274673,1273,58273776,VRK2,0,Proximal,0.027085374,0.021073179,0.008958927,1.495756837,0.00254885,Down
chr2:5830317-5838147,7830,5832798,SOX11,0,Proximal,0.046086677,0.042263123,0.010448377,2.040175799,5.37E-13,Down
chr2:6120527-6124675,4148,6122109,LOC400940,0,Proximal,0.0139378,0.011525702,0.004739396,1.379996843,0.020862265,Down
chr2:70779546-70781815,2269,70781105,TGFA,0,Proximal,0.024309176,0.015473095,0.01051873,1.135678826,0.005694291,Down
chr2:71205296-71206547,1251,71205574,ANKRD53,0,Proximal,0.011941292,0.006391059,0.003650012,1.476675405,0.020339321,Down
chr2:74775463-74777249,1786,74776146,DOK1,0,Proximal,0.0251005,0.02116765,0.009935652,1.255038155,0.008475391,Down
chr2:74779346-74782404,3058,74781511,DOK1,0,Proximal,0.026602658,0.016623326,0.005526054,2.08052428,0.001251297,Down
chr2:88750406-88753292,2886,88752053,FOXI3,0,Proximal,0.016152936,0.012060644,0.002240939,2.403971597,0.021074939,Down
chr2:945481-947396,1915,946553,SNTG2,0,Proximal,0.015233589,0.012203664,0.004197686,1.64304062,0.023706151,Down
chr2:96990632-96992081,1449,96991061,ITPRIPL1,0,Proximal,0.014609751,0.008748265,0.005143396,1.345339225,0.004394782,Down
chr20:19192029-19195684,3655,19193289,SLC24A3,0,Proximal,0.028987766,0.024859874,0.013271305,1.071256773,0.00407781,Down
chr20:25565178-25566779,1601,25566153,NINL,0,Proximal,0.033542697,0.018797064,0.013689066,1.233638024,0.012042864,Down
chr20:2672605-2674740,2135,2673523,EBF4,0,Proximal,0.014104633,0.010037015,0.003720901,1.677856989,0.028834933,Down
chr20:31070000-31073235,3235,31071288,C20orf112,0,Proximal,0.025675224,0.018451989,0.011918336,1.046080103,0.006383912,Down
chr20:32254279-32256087,1808,32254303,C20orf134,0,Proximal,0.015762386,0.008411137,0.004126109,1.709291541,0.010000295,Down
chr20:45338021-45339027,1006,45338278,SLC2A10,0,Proximal,0.015372366,0.016920804,0.005882454,1.250267876,0.042068304,Down
chr20:4801773-4804901,3128,4804291,RASSF2,0,Proximal,0.025632234,0.019169349,0.008494608,1.487993182,0.003747662,Down
chr20:48183599-48185666,2067,48184707,PTGIS,0,Proximal,0.023301916,0.018263762,0.00986718,1.161092518,2.56E-18,Down
chr20:61339264-61343726,4462,61340188,NTSR1,0,Proximal,0.033246692,0.019856853,0.005836302,2.324676514,0.000586504,Down
chr20:62709540-62712290,2750,62711470,OPRL1,0,Proximal,0.024292646,0.015156735,0.011005766,1.07499048,0.004740776,Down
chr20:824926-826839,1913,825284,FAM110A,0,Proximal,0.030471656,0.018119957,0.006731987,2.025141957,5.45E-07,Down
chr21:34638182-34639731,1549,34638671,IL10RB,0,Proximal,0.020350891,0.016905489,0.005889248,1.631877915,0.007912327,Down
chr21:38378150-38379701,1551,38378862,DSCR6,0,Proximal,0.015878778,0.006511208,0.00238064,2.319842231,0.008177976,Down
chr21:44072363-44076727,4364,44073861,PDE9A,0,Proximal,0.027664681,0.018412208,0.005384596,2.166607018,0.001549917,Down
chr21:45874652-45876664,2012,45875392,LRRC3,0,Proximal,0.023124137,0.015561337,0.003517235,2.416965576,0.016559764,Down
chr22:22005787-22007432,1645,22007269,MIR301B,0,Proximal,0.019916476,0.016534567,0.008513765,1.136551437,0.035715542,Down
chr22:24114553-24116243,1690,24115035,MMP11,0,Proximal,0.017516726,0.012571369,0.007352097,1.148618754,0.001158467,Down
chr22:28189449-28198825,9376,28197486,MN1,0,Proximal,0.043392558,0.027744154,0.013783076,1.586371364,0.000396132,Down
chr22:30821156-30823254,2098,30821719,MTFP1,0,Proximal,0.028999763,0.028299907,0.0128928,1.110613654,0.013681018,Down
chr22:31002402-31003963,1561,31003069,TCN2,0,Proximal,0.029764309,0.02075,0.007234513,1.901502391,0.008769688,Down
chr22:31476503-31478192,1689,31477304,SMTN,0,Proximal,0.023176242,0.00839941,0.002846104,2.652120151,0.007824908,Down
chr22:37914421-37916176,1755,37915210,CARD10,0,Proximal,0.013954823,0.008706953,0.004121361,1.54601168,0.00200974,Down
chr22:38092409-38094039,1630,38092994,TRIOBP,0,Proximal,0.039022209,0.02297727,0.00562233,2.59539004,0.008491807,Down
chr22:38301507-38304088,2581,38302345,MICALL1,0,Proximal,0.028358492,0.017930071,0.007780049,1.741476962,0.002459802,Down
chr22:43546994-43549046,2052,43547534,TSPO,0,Proximal,0.016405669,0.006796963,0.004420614,1.683029076,0.027829538,Down
chr22:44319097-44320662,1565,44319618,PNPLA3,0,Proximal,0.039325277,0.023673765,0.01730202,1.139681544,0.025958111,Down
chr22:45898056-45900528,2472,45898718,FBLN1,0,Proximal,0.0200713,0.00854676,0.001957563,2.832798573,0.019915821,Down
chr22:46370377-46375455,5078,46373008,WNT7B,0,Proximal,0.013405949,0.012793719,0.005642515,1.116863294,0.00777586,Down
chr3:126113230-126114735,1505,126113781,CCDC37,0,Proximal,0.021551399,0.018035575,0.007429716,1.419660979,0.01535243,Down
chr3:129692904-129695110,2206,129693113,TRH,0,Proximal,0.012537818,0.005273424,0.002636823,1.896244757,0.000418227,Down
chr3:140769516-140772048,2532,140770742,SPSB4,0,Proximal,0.021084234,0.015494808,0.008168496,1.268259758,0.029926896,Down
chr3:142606851-142608417,1566,142608045,PCOLCE2,0,Proximal,0.029313029,0.024385822,0.012544517,1.162229016,0.007172559,Down
chr3:152552264-152553891,1627,152552735,P2RY1,0,Proximal,0.028743758,0.024877246,0.013013675,1.085751589,0.003415055,Down
chr3:153838101-153842071,3970,153839148,ARHGEF26,0,Proximal,0.027794656,0.019096975,0.009745921,1.422011945,0.003583717,Down
chr3:157260312-157261597,1285,157261158,C3orf55,0,Proximal,0.024011385,0.023260663,0.010358005,1.138875538,0.014948328,Down
chr3:160166915-160168392,1477,160167626,TRIM59,0,Proximal,0.011603607,0.010250745,0.003289191,1.55505921,0.009680447,Down
chr3:182970992-182972879,1887,182971031,B3GNT5,0,Proximal,0.01691536,0.008861944,0.004693238,1.653875682,0.023357075,Down
chr3:185540844-185544257,3413,185542827,IGF2BP2,0,Proximal,0.032450041,0.02360755,0.002887076,3.105250725,0.001165183,Down
chr3:187386641-187388699,2058,187388201,SST,0,Proximal,0.022920625,0.015078668,0.008010091,1.408641577,0.037871082,Down
chr3:19187764-19190723,2959,19190016,KCNH8,0,Proximal,0.030127943,0.028498464,0.011234273,1.347281861,2.32E-06,Down
chr3:32279192-32281446,2254,32280170,CMTM8,0,Proximal,0.025588793,0.02327459,0.010808934,1.170939582,8.50E-07,Down
chr3:32857297-32861026,3729,32859509,TRIM71,0,Proximal,0.031141801,0.028587095,0.013265718,1.171898432,5.20E-06,Down
chr3:36421241-36423518,2277,36422096,STAC,0,Proximal,0.021786016,0.012392842,0.004263196,2.11413765,2.48E-07,Down
chr3:38080424-38081710,1286,38080695,DLEC1,0,Proximal,0.031421822,0.021234693,0.008799114,1.726241942,0.004142881,Down
chr3:38179525-38181084,1559,38179968,MYD88,0,Proximal,0.026232804,0.016177098,0.007739407,1.639738258,0.002663671,Down
chr3:48469544-48471637,2093,48471460,PLXNB1,0,Proximal,0.023468817,0.014433316,0.010817318,1.050041748,0.024578849,Down
chr3:50191689-50194989,3300,50192847,SEMA3F,0,Proximal,0.027101006,0.013299986,0.005937702,2.018092096,0.004379084,Down
chr3:52566573-52569229,2656,52569093,NT5DC2,0,Proximal,0.025047509,0.008669847,0.002849806,2.75828782,0.008322896,Down
chr3:57112263-57114102,1839,57113336,ARHGEF3,0,Proximal,0.015726916,0.014447731,0.003841363,1.788686327,0.013765713,Down
chr3:57197965-57199685,1720,57199403,IL17RD,0,Proximal,0.033806098,0.0250102,0.009451924,1.735571563,0.011449417,Down
chr3:71833592-71835020,1428,71834357,PROK2,0,Proximal,0.012791529,0.017935882,0.004873984,1.231371153,0.000823123,Down
chr3:79814813-79817584,2771,79817059,ROBO1,0,Proximal,0.040744729,0.033781182,0.012160137,1.665419549,0.008824355,Down
chr3:87039242-87040954,1712,87040257,VGLL3,0,Proximal,0.028248972,0.028660622,0.013061474,1.056638112,0.007485511,Down
chr3:8810539-8811616,1077,8811300,OXTR,0,Proximal,0.011645407,0.012559253,0.00512757,1.04522646,0.004481253,Down
chr4:106815635-106818184,2549,106816596,NPNT,0,Proximal,0.039595168,0.041078748,0.010214651,1.855923277,1.96E-08,Down
chr4:110480659-110482647,1988,110481354,CCDC109B,0,Proximal,0.040628072,0.028685671,0.018799405,1.072099663,2.69E-11,Down
chr4:119272648-119274875,2227,119273922,PRSS12,0,Proximal,0.024854105,0.01356199,0.010454511,1.174477418,0.000501135,Down
chr4:126235315-126241381,6066,126237566,FAT4,0,Proximal,0.049543901,0.039013699,0.017413888,1.456742781,7.54E-05,Down
chr4:155664728-155665928,1200,155665162,LRAT,0,Proximal,0.01018375,0.01278974,0.003855111,1.203827838,0.000741229,Down
chr4:15704165-15705499,1334,15704572,BST1,0,Proximal,0.01101837,0.00721051,0.004632243,1.093459765,0.01908971,Down
chr4:16083502-16086054,2552,16085594,PROM1,0,Proximal,0.034287573,0.020108068,0.005343998,2.47569589,0.022558154,Down
chr4:169552400-169553517,1117,169552767,PALLD,0,Proximal,0.020866033,0.01745105,0.006477805,1.548004798,0.033614033,Down
chr4:2365644-2367373,1729,2366604,ZFYVE28,0,Proximal,0.01441973,0.010794376,0.006378914,1.063297115,0.010268145,Down
chr4:2819296-2821298,2002,2819911,SH3BP2,0,Proximal,0.026217743,0.018528521,0.003389097,2.632551299,0.004917314,Down
chr4:40751665-40753130,1465,40751913,NSUN7,0,Proximal,0.027286978,0.015957673,0.002668206,2.946991373,0.000183415,Down
chr4:4387245-4390849,3604,4387982,D4S234E,0,Proximal,0.049506778,0.033791534,0.022704447,1.091319267,0.006098115,Down
chr4:5052243-5055056,2813,5053526,STK32B,0,Proximal,0.03121487,0.024251723,0.008170051,1.812725067,0.021455396,Down
chr4:5709504-5710831,1327,5710294,EVC2,0,Proximal,0.014002414,0.010294112,0.00161324,2.521283394,0.021493236,Down
chr4:5712322-5713741,1419,5712923,EVC,0,Proximal,0.010503807,0.009978499,0.00334717,1.403962869,0.018338332,Down
chr4:57773699-57775803,2104,57774041,REST,0,Proximal,0.013031814,0.009025112,0.002333315,2.073671811,0.008077367,Down
chr4:74734459-74735802,1343,74735108,CXCL1,0,Proximal,0.016007947,0.017445292,0.005155097,1.466355533,2.51E-16,Down
chr4:84030476-84031993,1517,84031012,PLAC8,0,Proximal,0.013793218,0.013208097,0.004310049,1.478138942,0.021941277,Down
chr4:89377689-89379157,1468,89378267,HERC5,0,Proximal,0.014400684,0.011705322,0.005719375,1.196595432,0.041508472,Down
chr4:95678536-95680490,1954,95679127,BMPR1B,0,Proximal,0.020042388,0.016233008,0.009074305,1.062618117,0.009309194,Down
chr5:111753425-111756447,3022,111755279,FLJ11235,0,Proximal,0.030479689,0.022968724,0.011620844,1.318612908,0.004654623,Down
chr5:114514508-114516535,2027,114516243,TRIM36,0,Proximal,0.038995623,0.0275515,0.014030094,1.411988141,0.02175258,Down
chr5:115907314-115912563,5249,115910551,SEMA6A,0,Proximal,0.057655818,0.044081306,0.026997374,1.06698267,0.001055436,Down
chr5:121412280-121414498,2218,121414055,LOX,0,Proximal,0.038611044,0.032960711,0.017718133,1.081466154,1.46E-15,Down
chr5:122371021-122372984,1963,122372425,PPIC,0,Proximal,0.023775911,0.020978208,0.009414251,1.250379024,0.00418359,Down
chr5:127871926-127875242,3316,127873735,FBN2,0,Proximal,0.020873351,0.017044132,0.007172596,1.420307972,0.037456002,Down
chr5:139174674-139178030,3356,139175405,PSD2,0,Proximal,0.02420832,0.01769451,0.010208249,1.169339107,0.016776671,Down
chr5:146829331-146834676,5345,146833260,DPYSL3,0,Proximal,0.045366591,0.034475721,0.019374101,1.18634924,0.003524086,Down
chr5:146887703-146890173,2470,146889619,DPYSL3,0,Proximal,0.037215812,0.029387418,0.013078899,1.440635165,3.72E-05,Down
chr5:150283630-150285347,1717,150284545,ZNF300,0,Proximal,0.029902882,0.028067203,0.010251812,1.457583978,0.012861717,Down
chr5:150325379-150327107,1728,150326146,ZNF300P1,0,Proximal,0.019751244,0.011496544,0.003753967,2.125994082,0.013915626,Down
chr5:153568799-153571757,2958,153570294,GALNT10,0,Proximal,0.025263903,0.019123659,0.011970699,1.017825094,0.017191277,Down
chr5:16935023-16937152,2129,16936385,MYO10,0,Proximal,0.015931436,0.015067238,0.004263122,1.685713691,0.004228994,Down
chr5:171879260-171882794,3534,171881527,SH3PXD2B,0,Proximal,0.027469029,0.019940717,0.011012939,1.24480418,0.002927069,Down
chr5:176826738-176828001,1263,176827637,PFN3,0,Proximal,0.015448331,0.006504601,0.002009655,2.450271177,0.0055114,Down
chr5:178421251-178422628,1377,178422124,GRM6,0,Proximal,0.011175883,0.009123456,0.004771966,1.076891778,0.001476714,Down
chr5:179633733-179636679,2946,179636130,RASGEF1C,0,Proximal,0.029938654,0.021498618,0.013413944,1.101945304,0.003072181,Down
chr5:180630684-180635229,4545,180632177,TRIM7,0,Proximal,0.035009154,0.022442244,0.015633576,1.114265362,0.006363385,Down
chr5:32709663-32714738,5075,32711664,NPR3,0,Proximal,0.032932214,0.031114463,0.006967287,2.090495147,0.002968395,Down
chr5:34655416-34658470,3054,34656595,RAI14,0,Proximal,0.03537146,0.027469922,0.012921061,1.385537639,0.003630387,Down
chr5:35229280-35230906,1626,35230794,PRLR,0,Proximal,0.016690276,0.017844006,0.005720907,1.396228653,0.00244371,Down
chr5:36606207-36607773,1566,36606456,SLC1A3,0,Proximal,0.012615963,0.011807936,0.004403486,1.333336702,0.007810599,Down
chr5:37839275-37841032,1757,37839782,GDNF,0,Proximal,0.013300559,0.013761314,0.005619575,1.11126106,0.008095415,Down
chr5:40678924-40682335,3411,40680031,PTGER4,0,Proximal,0.013541296,0.012313572,0.005216289,1.226030325,0.016497747,Down
chr5:52284791-52286241,1450,52285155,ITGA2,0,Proximal,0.010299371,0.010998185,0.004069909,1.156210616,0.030145701,Down
chr5:54468619-54469753,1134,54469005,CDC20B,0,Proximal,0.012878031,0.013313306,0.005866431,1.015170496,0.013615982,Down
chr5:68787737-68790012,2275,68788118,OCLN,0,Proximal,0.039665465,0.035879209,0.009930292,1.895472118,8.07E-10,Down
chr5:76011056-76013073,2017,76011867,F2R,0,Proximal,0.028998243,0.022194125,0.009524278,1.511156805,0.000645355,Down
chr5:79864645-79866616,1971,79866304,ANKRD34B,0,Proximal,0.015592521,0.015073429,0.006999774,1.052501898,0.003358843,Down
chr5:82766941-82771359,4418,82767492,VCAN,0,Proximal,0.03542831,0.029135919,0.009546321,1.788320186,0.001654193,Down
chr6:11042716-11045461,2745,11044624,ELOVL2,0,Proximal,0.036481864,0.024972184,0.006110716,2.398125909,0.002960529,Down
chr6:123100038-123102019,1981,123100645,FABP7,0,Proximal,0.016913083,0.006661369,0.004264359,1.766683814,0.000580629,Down
chr6:137242163-137244095,1932,137243401,SLC35D3,0,Proximal,0.011330857,0.008629941,0.00353253,1.443884521,0.013823619,Down
chr6:138187557-138189559,2002,138188580,TNFAIP3,0,Proximal,0.016099248,0.012791833,0.0073724,1.030219687,0.015777078,Down
chr6:139012640-139015013,2373,139012804,FLJ46906,0,Proximal,0.0193462,0.010568793,0.002277468,2.634105862,0.00570321,Down
chr6:13924175-13926293,2118,13925423,RNF182,0,Proximal,0.028044508,0.019326258,0.011078347,1.265842431,0.000487714,Down
chr6:142409180-142410574,1394,142409936,NMBR,0,Proximal,0.019182396,0.018260076,0.007331559,1.276439133,8.82E-06,Down
chr6:150284172-150286881,2709,150285142,ULBP1,0,Proximal,0.018685201,0.008636225,0.003218989,2.222142064,0.011499341,Down
chr6:150325683-150326867,1184,150326280,RAET1K,0,Proximal,0.010814373,0.010882743,0.003074015,1.536019882,0.02431646,Down
chr6:159238243-159240899,2656,159240456,EZR,0,Proximal,0.010833973,0.007010098,0.002370738,1.811798017,0.011961064,Down
chr6:160768915-160770836,1921,160769424,SLC22A3,0,Proximal,0.012270976,0.007870701,0.004570802,1.252317451,0.014421953,Down
chr6:166073287-166077761,4474,166075584,PDE10A,0,Proximal,0.039819449,0.023902413,0.017507063,1.141180711,0.012466601,Down
chr6:168841238-168843338,2100,168841830,SMOC2,0,Proximal,0.014733909,0.016295284,0.006215922,1.124621552,0.020344595,Down
chr6:170598172-170601330,3158,170599697,DLL1,0,Proximal,0.016531474,0.011815263,0.006557543,1.213958063,0.028088372,Down
chr6:19836776-19839690,2914,19837616,ID4,0,Proximal,0.034991116,0.030201228,0.014764281,1.190981432,7.95E-08,Down
chr6:21664396-21668145,3749,21666674,FLJ22536,0,Proximal,0.012823678,0.008077859,0.001633477,2.392100629,0.030050218,Down
chr6:26233198-26235674,2476,26235216,HIST1H1D,0,Proximal,0.015215867,0.013883199,0.00562993,1.29034055,0.017249702,Down
chr6:26240110-26241820,1710,26240653,HIST1H4F,0,Proximal,0.026562578,0.023986868,0.010731821,1.23228392,0.007770536,Down
chr6:26249707-26251087,1380,26250835,HIST1H3F,0,Proximal,0.026279222,0.023533967,0.006477266,1.867219656,0.002991734,Down
chr6:26272956-26274179,1223,26273203,HIST1H2BI,0,Proximal,0.017376991,0.017686005,0.005036498,1.606116877,0.000451077,Down
chr6:27831703-27835541,3838,27833106,HIST1H2AL,0,Proximal,0.016334316,0.019893818,0.005118971,1.502269856,8.60E-14,Down
chr6:27857653-27858724,1071,27858570,HIST1H3J,0,Proximal,0.027841048,0.025364957,0.004893108,2.291023062,2.03E-12,Down
chr6:30653721-30656266,2545,30655093,KIAA1949,0,Proximal,0.043227765,0.029958357,0.015409726,1.430401215,0.005704192,Down
chr6:30851125-30854676,3551,30851860,DDR1,0,Proximal,0.045943147,0.027337808,0.014345934,1.61305814,2.51E-23,Down
chr6:31695892-31698561,2669,31698039,DDAH2,0,Proximal,0.046883098,0.028815098,0.011686372,1.916236929,0.002953581,Down
chr6:3225945-3233262,7317,3227968,TUBB2B,0,Proximal,0.07060571,0.047096415,0.022150265,1.629045938,0.000419458,Down
chr6:35180881-35182653,1772,35182189,SCUBE3,0,Proximal,0.023518649,0.019397972,0.007965094,1.451488882,0.0151326,Down
chr6:35419659-35420978,1319,35420137,FANCE,0,Proximal,0.021940193,0.017216174,0.009915318,1.071523387,0.029565033,Down
chr6:35694705-35696470,1765,35696360,FKBP5,0,Proximal,0.03509409,0.025778585,0.013255206,1.34027381,2.51E-08,Down
chr6:37659763-37667869,8106,37665766,MDGA1,0,Proximal,0.026838152,0.018589613,0.012740553,1.018623426,0.002585602,Down
chr6:43275834-43277096,1262,43276530,CRIP3,0,Proximal,0.017941544,0.010165884,0.006997099,1.244005206,0.02225241,Down
chr6:43612471-43613864,1393,43612766,RSPH9,0,Proximal,0.030128298,0.027903244,0.01048478,1.438503511,0.007641698,Down
chr7:100822204-100824368,2164,100823557,C7orf52,0,Proximal,0.037861235,0.020713753,0.006549594,2.363860839,6.05E-05,Down
chr7:103968219-103970839,2620,103969103,LHFPL3,0,Proximal,0.030960429,0.027161328,0.012332112,1.261381479,2.28E-15,Down
chr7:116164353-116167314,2961,116166346,CAV1,0,Proximal,0.020557618,0.023189825,0.008682438,1.154755455,0.01708738,Down
chr7:12609708-12611085,1377,12610202,SCIN,0,Proximal,0.015052486,0.012716316,0.005037701,1.410725513,0.003370493,Down
chr7:138719444-138721476,2032,138720775,ZC3HAV1L,0,Proximal,0.039706891,0.033251862,0.016647513,1.205808102,5.62E-11,Down
chr7:151105560-151108058,2498,151106321,LOC100131176,0,Proximal,0.034771009,0.017707308,0.01255156,1.400331867,0.007652713,Down
chr7:21582329-21583646,1317,21582832,DNAH11,0,Proximal,0.014403506,0.014004086,0.004095767,1.595887452,0.021493894,Down
chr7:21984172-21985956,1784,21985542,CDCA7L,0,Proximal,0.022853533,0.019609894,0.007320654,1.519434181,0.000402135,Down
chr7:23506770-23511172,4402,23509995,IGF2BP3,0,Proximal,0.024904639,0.011958462,0.001933345,3.142591947,0.000712443,Down
chr7:24322952-24324446,1494,24323806,NPY,0,Proximal,0.011000105,0.010450094,0.003399823,1.447529628,0.012240954,Down
chr7:26191290-26194254,2964,26191846,NFE2L3,0,Proximal,0.024577573,0.016490281,0.003249801,2.58941219,0.001898185,Down
chr7:28994661-28998801,4140,28998029,TRIL,0,Proximal,0.034065223,0.029393477,0.011474849,1.491018575,0.002060006,Down
chr7:37955561-37956745,1184,37956525,SFRP4,0,Proximal,0.013515519,0.013118831,0.005036349,1.26584792,0.002472025,Down
chr7:44143867-44145543,1676,44143959,AEBP1,0,Proximal,0.011709792,0.008015401,0.001309108,2.460533075,0.032398866,Down
chr7:4901023-4902060,1037,4901625,PAPOLB,0,Proximal,0.016447577,0.00952939,0.004693259,1.615699994,0.029606825,Down
chr7:99773957-99775983,2026,99775537,STAG3,0,Proximal,0.016509094,0.008035097,0.002910165,2.162802905,0.011134334,Down
chr8:121822652-121824783,2131,121824309,SNTB1,0,Proximal,0.013943495,0.013915489,0.005694655,1.158436002,0.006144331,Down
chr8:122651196-122653214,2018,122651585,HAS2-AS1,0,Proximal,0.025603046,0.023853895,0.010378032,1.225340345,0.008117565,Down
chr8:127567099-127571130,4031,127570711,FAM84B,0,Proximal,0.034317027,0.031993676,0.014540469,1.18433387,0.003075819,Down
chr8:134113398-134115781,2383,134115310,SLA,0,Proximal,0.016902648,0.011348996,0.002864578,2.211790101,0.010969552,Down
chr8:144798364-144799946,1582,144798506,MAPK15,0,Proximal,0.021291936,0.014535534,0.003651513,2.260750075,0.001693902,Down
chr8:18869307-18872215,2908,18871196,PSD3,0,Proximal,0.014150996,0.006157463,0.001352617,2.687074063,0.024276905,Down
chr8:19170776-19172293,1517,19171486,SH2D4A,0,Proximal,0.015708117,0.012319707,0.00566758,1.325314066,0.018691276,Down
chr8:19796313-19798784,2471,19796581,LPL,0,Proximal,0.034261305,0.017633577,0.008555579,1.883670592,1.47E-16,Down
chr8:23710758-23712567,1809,23712320,STC1,0,Proximal,0.019011291,0.01490774,0.004101358,1.971861033,0.020464907,Down
chr8:37887000-37889876,2876,37888019,EIF4EBP1,0,Proximal,0.045966028,0.035085501,0.01943002,1.200926973,7.07E-05,Down
chr8:49830765-49835002,4237,49833988,SNAI2,0,Proximal,0.033365273,0.025533022,0.012708062,1.325926843,0.027307811,Down
chr8:53851517-53855069,3552,53852467,NPBWR1,0,Proximal,0.020051367,0.028370476,0.009347738,1.024598488,0.023691512,Down
chr8:54792009-54795359,3350,54793441,RGS20,0,Proximal,0.023325309,0.018226094,0.010899136,1.031601364,0.007897077,Down
chr8:57357401-57361064,3663,57358593,PENK,0,Proximal,0.018259262,0.010300427,0.004727453,1.749586774,0.024169215,Down
chr8:63159624-63162857,3233,63161500,NKAIN3,0,Proximal,0.040273351,0.034443446,0.017094544,1.189655787,3.25E-07,Down
